user_id,msisdn,risk_score,high_risk
0464qTUK/Rrj7f4U47G3sg==,jb2MeXSLZMUzn1InL+k13w==,0.26,0
VOF0be4UQmjkp8LhluEf5A==,q1NUX91Bikq9ipuNOKxOdw==,0.305,1
QesFLPR9ct1hH0YRiDEXgw==,iOTcoKm/iFdNEMgsyxiTgg==,0.305,1
KoGBUZDrC82kVnSuw+pm0g==,D6MydB/5I6P/LI4QK1ORug==,0.305,1
Zogh1WIMnhFHryxpYF3gDA==,KmxM/FN40nqtXUjQftprHg==,0.36,1
ckDrAYJtbjszZNDMlnl6Og==,xWPcwtmhG2aeA3aOFOe/sg==,0.26,0
GQsrqcMWhz/ZAk6K//9ZBA==,gwT70c3+rrT6/a5g2mkAww==,0.26,0
pmD4cUkVymXSJC+GY9HcnA==,75AkxkhJipnMDcPdK8/AMw==,0.305,1
pf2N7HMnMcK4hzbh0P2ECg==,nIjeTcZoZaajSIhmkRxEGw==,0.305,1
K3/vYbocsH4aFU0Gs5a5IA==,zn98ADZNK4/8K8KmPzQKgA==,0.305,1
PSWT8fzPeU3mcx7d/h7Dtg==,UiqodWQfzffKqf3oMpGoBQ==,0.26,0
pxXyl3fIXRcKq3iUMMiwrQ==,htP1TBGxHx60qGmVNPAzzA==,0.26,0
q8agZ6Yzp8P5d4hSp65HqA==,6VQtXhCPiO2szoNzoA+04w==,0.305,1
h1UeC4a9Mv+Kma85J+zLyg==,MB1dDsvO7TEBwoVtatNTlg==,0.305,1
1S3U6jP6s367EvoKBcqlyg==,ctQ6jlMSCMxAE1AO5p3jpA==,0.26,0
8o1GsU0SWeuDi4AkfmcGFw==,ls+sf+ajA1mGn1oOY7KaHw==,0.36,1
S6QhjTCWFErHKxinHHyXDg==,SqZMZ0yjsYk8kyd9m1qJSQ==,0.26,0
m5PtVGl6WY56I3iHA5EkUA==,qxrYtQuu4qDZ4D2ngwNWsg==,0.305,1
qRQFeZs1uSQeJghJudVfPQ==,WF2/2N47MLg0FPARWjogSA==,0.305,1
AQWYj3VPEsDVAx5ZiHZi1g==,I8VDDfCdQFGgaB5df8Xsjg==,0.26,0
bl/3jVZPTQsR4b8pj/hC1w==,SEPyLtuK3It7L9uKeJGv9g==,0.26,0
9v03C/fm0FtkYXNx9L6GEA==,VijBbBDmKy3tigS4GYNCvg==,0.305,1
0vfoIaeMqsd1/5mGerwPDQ==,Cry+RnkH5ugUvxZGWR1/CQ==,0.305,1
yd54wSt0DhK73pGF3V7UEQ==,3RN63+n7K4kw7KED6KReHA==,0.35,1
s7sRQNRrQaXdHJPbjSp0NQ==,zHaIVw4BedPyA99XHs8fHg==,0.305,1
aFp5ieTG7gT1IcGXuX88yA==,TbZ/eLzLct91G4r+XJDmCQ==,0.305,1
MgNQyPsEvZpbuAF+YUIRKA==,Etdc/MyfSgteeNxaUqkqhw==,0.305,1
d20UPc9oxC9bSsg44BM8fA==,VOr/KM7Zvc9ht+zxas58pg==,0.305,1
WvjyFXmpfNnn7rLGVbnCDw==,pdRmDSmKGdnLEgt9GBz66Q==,0.26,0
9AfDM7M9gQ6W4Wj27FhRuQ==,jyuZq590z18uSPwJmuFNgQ==,0.305,1
i1CGq0+v05L4Xc62ZA1rTw==,HmYtgB8TCQbBxYEMJBn4hw==,0.26,0
fFDB9adaXxKXQq50caBEOQ==,Er1UH39fEvTcOilmx54ZHQ==,0.305,1
v4IycDFfFCuL3bDR+EDf4A==,Mt/qPNDOOLPieqplsgWYRQ==,0.35,1
+TjFls6aoeWJg6ksWkGPig==,VdcDstcjn6qolUktuCN2rw==,0.35,1
p4dyyFP7E2DXKY2OVHza4A==,nQSnKzIiVmzBB1Z9DsyUNQ==,0.305,1
HoD01F1DrpWjU6y2sUvrWQ==,6p1JK2Z9y14j8ex//2oYwA==,0.305,1
gM97mSbh+ikXM+T6NrOdzA==,iDSPgN7uPL5EFzO+BK7V5g==,0.305,1
RAIO8pPtmYjqLs0oynDpaQ==,jlFcnF8K+piKzu7fTsNsfQ==,0.35,1
tfa1wAjl6QuDMSyGHoIMRQ==,i+a0w/GhnjwbAdilx2sAFg==,0.305,1
x1qzptWn64yEeA2jqXlyDg==,m7WHLh0UBvRaho/1jh+4Kg==,0.35,1
umTJgKN1QPgTTgAO30G+iw==,j0A9o5KFIsYlNzcalx+vLg==,0.305,1
vjWAd3ESRdGuJEy+epdohw==,NWRmFVYCnJzPJhwIj1+5ww==,0.305,1
DG+NKtXpVtHg+Elsj94XIg==,Pn/bbbcs8KVRAdQxY8/FJw==,0.305,1
XfmffbTzK+KaMbjejjdx4w==,BjgmiahIvzNxS+h3zrYC4w==,0.305,1
2DCc/IFWG4xzqkymA2sZ8A==,koWhJNQZzOK885DGc2RLBA==,0.305,1
4erqKTTFtzkrd/wy2/6RiQ==,4xof17EPErdXd6cZcUgm7w==,0.305,1
IA7+SGJzFSEIsEPZfzc3Xg==,dhNa2GlaXeL9udNcl5sGKw==,0.305,1
4B+pt4XJVGLRLIiqrMLxJg==,OEcEPhW76LK7zVFMMMrixg==,0.305,1
IzNeoAxFaDjxqQA1TMmS3Q==,d/upAgzphR4tdjIshYtXxw==,0.305,1
PD/pT/6gJG038xB0BaH0XQ==,I0dRxIznnSYkjONd89+6bQ==,0.26,0
Ycck8sEucCYoDHN52d2K6Q==,0St/XaOZEX15clPXgDusJw==,0.305,1
Og06vsS8gpWnJMpoGUe1oQ==,eEhTtlXhkwlkyKQ9IbCmVw==,0.35,1
sEbair0S6zJNPbTLdMKQAg==,OVsfDg48YiSqiiPVuj9U+g==,0.35,1
l+vodVJ00QJA9KBJLGmqPw==,Cie1Y7hksvc6d28bfpxyJQ==,0.305,1
3TjbcGd0ceSDsF64oecYOg==,pGOXCMwKpq1zYmJmr6nAVA==,0.26,0
52CDnuXRBoLTLjlyGJu0ig==,ABWvG3bSfH5NEAy5IIJ9PA==,0.405,1
gbNW0RrAwFwLP2pJce5Omg==,5KgDyiOjh5RoR5MuOZuaJg==,0.305,1
rHBLd868QoLLbk32nYtxCw==,3Alj3XSKao7EiqF6XZ026w==,0.26,0
WxqMOOZ6gjlqG+Js0s8H/g==,0vEE4yuu9VXcBWprhmo0bw==,0.305,1
4QMLqqZ+ZE+fBeybg66XOw==,z5F7oyThen0X3T3/W7KhEg==,0.305,1
K7Z+PTFHwMvP9nH+ehAAkA==,rJdL53KeI+pfuWmFDKefVQ==,0.305,1
LmGb6/wyaR+OCi30AXfDKw==,dfHpX5bEh2kzzXYOR7KLWQ==,0.305,1
gyGS/tX6KQNaYeuYLVLcCw==,djAG9sCQqE7eY5kNkqKSyA==,0.305,1
gY6wfpHo3rsG2Us/PJ3RkA==,F0sQW/GCF3TNLSbvtg5gCw==,0.305,1
5xeeStHRfcKwa0wDRB8zeQ==,9yU5wJXdHdgi5IV4MuVSCg==,0.305,1
t5UYdRaDBII4GCCgzWarRw==,2J5CYH0PU4tO7oD8+7xrfg==,0.305,1
13BhNRYwzQhSV6BHEuu6Gw==,Q1XbtMVAieH5j4nxsyp2Ow==,0.26,0
fMICEmyuwqLhg571/nLGkw==,YZfN3wHJQLWTOkhACXDHRw==,0.305,1
3Fk4x06bLurdLySSmTwPxw==,JG3BZewA+GYSNlvEO0wkig==,0.305,1
4HZ8BMU88IqQikZhdGB0Yw==,OrBHll8OmzAxhODBZ9p5LA==,0.26,0
pAH886nHTTBlp0HfnSRQGA==,D5Z0TzzJytwiTUJX9lkgHA==,0.305,1
658I3b2lmzPO1ptPLJLwIA==,lEJcFjuURGoSzp6aHFE28A==,0.305,1
D0IJ80FyYY1Vz7jcm8K4lA==,Ko40hftPeWBo7fBQm7nWDA==,0.305,1
net8v9v90PeIl9S002OjXA==,UUGMpgxILEscMMT/FKsSzA==,0.305,1
HWivyu/xSiKT6BQTD4CbgQ==,r/zIKYbnPSp+8B+AoTcacg==,0.305,1
IdqsHV8tYWR5XyLEs9pAsg==,n3ggOcgM4lp3BJlpARZ2Yg==,0.26,0
pbeYvmgJGN8YNhajr/jjbg==,GbmbRvNkemXN1qA41Pry5g==,0.305,1
yxwWxjXgy9RFYrmjo+K08Q==,JnUJhUPlcvKTcakTZotfEQ==,0.305,1
R1enu+ZTRjmG8HkBRPeyIA==,rkqgh59WkgO7oNhFIupbng==,0.305,1
Dc8M2X0NFWSu/o/kILy26g==,P/R9kmxrIkkzE4ni08BRXQ==,0.305,1
bWcS8bum6DLy9WfQnUHx0g==,gpACYITP55SV7DB228tehg==,0.305,1
jhsBxn2pNpaHyaNR6GpHUA==,O4AoHipfxu9d+yqfP1fGCQ==,0.35,1
Gd4ZUUR7sjwvOSoiRxpahQ==,NnDZHRWzgOY/p5yoqIVbCQ==,0.26,0
stdXC787smiwNFGb+MvlJA==,cQIZj1+7pvGqxsv84P7DRA==,0.305,1
TKAOf9MU8arOaDUXiTj9qw==,dS+KTC43p84nO9yi/PktTA==,0.26,0
R1G5TmeDIgvpdAVtZtghrg==,o2iFluk4mmRpOQBWtwhTMw==,0.305,1
AW4OJoBlwprj0ca3kmOt7Q==,W9K2mWrzu0VMcDh7y681SQ==,0.26,0
Hg1pffJL5RIUw0NZ+/ruzw==,NBvTS/K4JRJcTG1RkMcspA==,0.305,1
Xw0DI/qvQWu10Py8z3hpuQ==,3W4prRGCB/1WBS0/kBOypw==,0.305,1
so1R5e8Sn5JUKhCmQEv8Ig==,6/usDB64K00fs3uHo6Nk9w==,0.305,1
9St+GApmMLKtG33050bS7w==,1UyAN7ni6thPsLlqfzNAWQ==,0.35,1
w0XChTcjl8iVushJAPPcRg==,GldF4nOsiuaA7BDI6LrMRg==,0.305,1
vyF8XuTeJTu9uYVDrShOaw==,LpUsuGSZ3rIs7Y9SX3FGzg==,0.305,1
JL1Q4xwBEqBIcu9H/KN2pA==,BynamzmMsJxPu7q5AoEE2Q==,0.305,1
kA0MlfCVbgG55hBUrTmziw==,xCKnuMvGuvYnT6ahbA75kw==,0.305,1
7zgkPlKHt3GDk9MShxbDCw==,FSBlFzHN3WNPyN7FlIZPSA==,0.26,0
jUd2v62Kcf/b1a/9lALvTA==,c1I8eq6/dsQyZKa+zy2ZiA==,0.305,1
8R6W60XaZBDq7Hoig04GOg==,WrFBTdg9K1H3/SsH6XsLDg==,0.305,1
cUscemynjaM7dv19ro4L/Q==,YEEQjCjlBh6MZucdX0UP0A==,0.35,1
4vZwaAq/Rjs7PO2kn2iHlg==,JDWOYk/i8U4TcIvPYAwkZA==,0.305,1
m/3uOWl9s1pmvdMyVQv87A==,p8lzsK3VcI7zW1cX1L13rQ==,0.405,1
ieOyP+CS2jsr7uJtygCFwA==,4urV1u/XPmmnoeWmlW2dkA==,0.26,0
njdwHcC6C7YOmFgnHB70IA==,/Pbl1VEIcOH3NkRnwMhi/Q==,0.44999999999999996,1
Ie+09KZLf11eVn3dXS3Lzw==,v7mf7pDXGkPnkXM/OEKOng==,0.26,0
YTxxHO4hH9uZSS2OE1eaig==,YZ8Mo1XCMPhbctl0ExcDTg==,0.305,1
5OlpiJQal3I0u7KR25KqDg==,ntymeD/d4rqiBt/DRTD3yg==,0.26,0
ro43rVlKDX3j+kS4l3ZCIQ==,fvOuWq/faKjIR16h99a25w==,0.305,1
gMOqToyIEBX0ZiuJKYN/Yw==,f8LBdEKLRhG/OvAA6R2iTg==,0.35,1
RqYK/2WEwEhHrbBaLFoe9g==,A3GenHGHN91LIGG1kT4iCw==,0.305,1
Nq9qhOenM0uvuGbWOq8wYw==,DNwmDzikTuwsJr2e4Ev84A==,0.35,1
bVjP51uNgtXKKrWBBukXQw==,wUKtqORE+I36LnM+KFD3Aw==,0.305,1
gLGq9qBKYyT3Kv6gwZHJXA==,0mQgLkSvoCKGK+Y9voOQhA==,0.35,1
ZpbGIOpIolqqEZDuh+SsHg==,zEa0STP6JDusdoowl0jtxQ==,0.305,1
eoF0oLxGBMdZv5nHCQxAUw==,NGpDMtJP5qZSJxn5j83UYw==,0.305,1
pGjRT9TC9X3vvB0B5WMPkg==,HWXdR7QCi6b1J1KsUBgs0g==,0.35,1
lD8rmxFEmqtSxHye12zf8A==,l0NRIOYHNWtSG7nhfpWB8w==,0.305,1
rmVnK4yTT8KgvJTfFsE5gg==,Wu2ZjmBklmQyEXnC8oPI9w==,0.305,1
DD8DxODbu3etOMnUsBA2Cw==,J4ivVXvUGMWPflPDwAWtfA==,0.26,0
RggsshQsb9qqWEQ69ugqSA==,TWP6txblfdSaqqDagUp4Bw==,0.26,0
P9kuSkn71+4HwiDg01ZTWA==,mEOthwfeBAMnxW7ZkHS2MQ==,0.26,0
XRt0FEWVwtNjsPRN6nSlaQ==,rA+Ly4mhXBvxQ8EV32j9rQ==,0.26,0
3EpyajYSVykWi97PRCSKDw==,T6uqH+J6ncj1YXEe8XUAiw==,0.26,0
tWKxLo3krN5dyjyACmNk5w==,C8rZWwWk83gIjW9OhrBCew==,0.26,0
ZyqoSqPZJrvSjp2CUqJzrw==,swmNbWnFukkbQpCkOqK/Og==,0.305,1
7GjLtmWL7qcFTeHmslAbRA==,M6pgth38UEN57i9A7Qw1bw==,0.305,1
V9s5jChfnQLzkAUPtaarYQ==,olxpr+1z1CiS92uQAdPciA==,0.305,1
wFNWQQQPAbYKm8zTV2+WlQ==,Fk0WG7wa4Enzb+P9xvQZoQ==,0.405,1
uyC3V2y4dYXYyLO4Hig+6Q==,XFQfdBGZeEhIkX5V1+TqwQ==,0.405,1
3TvDNywd3g2akQ0QGE+nIA==,YDhOAdWvzhILwbMfyt02Mg==,0.26,0
PQOix0h3pCh65sfS23wpVg==,vkZcz68VPIlkw8tre+1oTA==,0.305,1
DS5FrOsEi5mTNcd+tcqkeQ==,+1HLy7ovcAL4LGh7vmrXNg==,0.305,1
GuMVPrVyO5CIrzJ7auDFQQ==,Dk1qzEXR6FFijBj7ALHDGQ==,0.305,1
i38T3urCgW2kcX4IY25SpQ==,uvoOEi8ug68r3k5Mdfpfpw==,0.305,1
cboc1z5WOFyAW+rw7y8kGw==,zIV/Q9pJlY2eze724/O7/g==,0.305,1
JBgGLZTr/2hSYg2OJCEWyg==,NRZgcLWleGH9Q52Nmm9/dQ==,0.305,1
bVHbxxBUH633TSr8T4xcKw==,EcGqRefGBKWzo+8a/mMH9w==,0.305,1
GKI9ziL3NPYr1dgtjW+nMg==,+5hcH+oAQ//nR8ELYRGcNA==,0.26,0
GVEhrkf216Il8AlfGih8pA==,fNbyw2Uk0kQNAhgLiutKyw==,0.305,1
B8zopXfrNrWpG+2J4n/2kQ==,tnRx2ujHlL2rzb/JeGdTiA==,0.305,1
DgZ7Ke5gBUNIaBSl0jXtcQ==,hvBg7iLwGlIQoI5L4S0OIQ==,0.35,1
k/f766Pk4Gane04oCutGXA==,RC8+qZmfFD4dUmT7UW3eUg==,0.26,0
OzV0GXwYhXA0yRt/qqHi1A==,ZmrKrCp/x+EA3fOqVww3/w==,0.305,1
dcgMElYSSUVraV8HPMPmiw==,7iS4mdr8+VwTgqqJNSvWKg==,0.305,1
wLlP8dJRwV68eGTh41HjJQ==,tFyGbhc9jerIm6GSuLL8fQ==,0.35,1
ls3LUgH8meaq/cbGHaIxTQ==,O3g0okwdHN7i5Ind4Eh3Ug==,0.305,1
c+xHSdl/Bc8sN9JUZkBABw==,+MQPUdbdi9m/IcQXlwgb5g==,0.305,1
RFXwqJm1t3ZIZnPLXRhrtA==,Fvh1cvUClDdCNsucIi9Mbg==,0.305,1
/JUjJvyS116n+Pcn7UdiRA==,gRgqhRHTN3R9lGLGyQZ+rg==,0.305,1
mMl5gs/y8n+8PEVvb63KuA==,fYJJi3+Zd/atg654L2Vr/Q==,0.26,0
Sc8ZuXJv/TX4dzLK5CQ1ig==,ujsa3bimS0uTicPDNDGfcA==,0.26,0
KK1tM2/6KpDrUxR35fNM7A==,RcMZp5C+p0C2Jgz0vbcnAg==,0.35,1
g5y7s87NPfLSP5OAIA2Ggg==,jOd24INqjEpWukwihfzuKQ==,0.305,1
Dy49Ww1EPl6k6zhhS8fycg==,zr+vU09MG4JD7EkbDYMVEg==,0.35,1
E8dR8iX6d5nVfhdIijKNLg==,vxL9KU8/PmqbbR9STcGfKQ==,0.305,1
6tyTYdmLDYQNiHNcOtCCIQ==,+MuxTQGj03hWUcsrTywIjg==,0.305,1
3fh0padqbuZFPr32ikLUNw==,s4Dvt7xbAcpfCb5hNZLhTg==,0.305,1
IOamuFFa8hvtY4zC5YbMPA==,WITnGmiMoNz+SiazZnlyrw==,0.305,1
5KP+c6GpIrtKtFv6H/wSZQ==,aVvoNXKn1wii0blPn3W6aA==,0.305,1
LRb/R+2iuxci61C3rkWOvA==,0Seu/DdDMck6cQX2NPHx9Q==,0.26,0
gJoEtCFu/ayGdXA0ehCqAA==,91zRPJ8GhM3QaSXyqjKxzw==,0.305,1
SvICTxvNGzpclDyhycYVNA==,1dcFbwe+pwMBaMkm6hzILQ==,0.305,1
t6oo/Osxiqow3pUqEgPI4A==,xswdEuVtgZ1xE7nwbsF+dw==,0.305,1
OJBNx7RrvS069BqkRslIFQ==,YRIZEQ4IvkRvLW2Z/xP8PQ==,0.305,1
VUSg/gtZzXD+ynae1+ivFQ==,MvhYoRJxKp2+77x8JCqzVw==,0.26,0
nhaC3Cy6OV/UZ9UyFq0Y0A==,v1vKNTK2aRibnZ+0w1NYrA==,0.26,0
pyHSmXO5ojYjcjFBX1XqCA==,Kj64dzxGUQEm7MaHaSI9/Q==,0.305,1
UjittyjQqFx1VSTPD/aEJg==,g/09SyJrXOQIEGTiO1Yyhg==,0.35,1
i9xAfkV0ZzIrDkO3B6zuIA==,n4d2PF0j0tG8t05DXCwo4A==,0.305,1
soFfqK46nttJhi4jgivhqA==,0J4qSEiZbRBvup2D5g128g==,0.305,1
qkMVayLpYVwOhHz9/Kra9Q==,PpvjojALr2tBg1SMXosSYQ==,0.26,0
m0/7BsgvOLejTQSezYrCQg==,KyeqnJFZdzplGfSvNOsrjQ==,0.305,1
d8Q6iucyYxI+d1N1uOhzKQ==,pjSd+r3ZQNk5/jUhIa4vTQ==,0.305,1
M/MC+MPtoC1MTtPbvU8OcA==,EomBJnyli5AxtZuiH3i+eg==,0.26,0
X2ogvRr6/7/He9PDXPTF3w==,EoflbIj9xLYUvzNjP2SlHA==,0.305,1
/9z3RbLM2Jr9L8FLaKWzsQ==,ORd52Y1KnA2P8lqtSVBE3g==,0.305,1
Rb4l8iT+g2xP0y1RT0j7mQ==,OsfhJDQXFkzvI70pOUYL3w==,0.305,1
/85StwV0TkvGil3hzYe4WA==,iBY6UPLiU+WC/ayAeKqQAg==,0.305,1
GQSg7KDKrwFFjwAtT75J8w==,uRNAL2Lnmym+lE3FB1VBGA==,0.305,1
lVP9osPZONfW6JIorgXmjg==,DMlVqhjK7datk+MJ+81agg==,0.305,1
OlgGJ56nyKUTII1VNd9hBw==,Edv/dgsU78YtZ7eTfWF17Q==,0.35,1
D06y6U0UQypMt4aNuANuBQ==,k3UVVfkuw4IBDFtfYAsE8Q==,0.35,1
cMEuq59233icXzIuCKL/FA==,iJgyrf+aoUk8VMeCA3LAtA==,0.305,1
TTS3Eu3v+00iDP8jCKVe3w==,dAQ6sHd4C3YACW2HCPTLKQ==,0.305,1
CBp/EPltmxpY2P2EuBxw+w==,HWPLZ8aYYgK/Kt4klAmeTA==,0.305,1
44nxCWda6C+k/bH2grbC3g==,xj1oQJwJVvStiWbqLa/R5w==,0.35,1
ytpXpsNL2CHWCuNM2gQXcA==,mqQEvstZoKXIfMa6GDA/og==,0.305,1
xdRkMPU+GUOilUdT+uGWTw==,iK3Iij8J1eB+JGpcFNfz0w==,0.305,1
BrSNECdN+jOUjAW4doHfSA==,CyJo/MlVWx+ISo9KPPndGQ==,0.26,0
7HJ5hFHV85x+y0N8oTeC0w==,cj9nNWyEc2NRIHuIL3BkIw==,0.305,1
yScUdDwsWnxpaB+HklJc2g==,u5yU0gRa4nzlM8rn8xq6LA==,0.305,1
1ajsDKJMisSLjd6DL/jJow==,zdtb+oaIONDiu3ziQaOpaA==,0.26,0
BWW7iXI66MSNo7N9CQfqKA==,wGpHxDlJG9S6nzywerm3hg==,0.305,1
SYlfBZSKq/D4v0liJrOhXA==,M6OeHzwdHPeLQosApXwlSQ==,0.26,0
XcmbBOaoBbMiYV/JsPhKsA==,og6EbYrRzbZs+8w70a2jbw==,0.305,1
PzSDKkRzPU+4ig6mbMZZlg==,+FGRt+EM0lgXUSRpVu2uJw==,0.26,0
9QJbHPXCPI2nB+PJM/bOhw==,cI5Op0IfN6ZF4qWvl4R2ww==,0.35,1
X2Qqi95FkY0hjYLxt63JxA==,6F2R9wbjeM/vRIbXynASOA==,0.35,1
UQg02TG2LBTMBWG9kxkhzA==,W65u6CKtTHM4g54g0BWy9g==,0.305,1
4mwMpPcJqLub4rg1/4fEpA==,/bIwFqETefxt99L/vt3MAg==,0.35,1
nmeaQJKE4Qgff0Gy1wGADA==,Pg8v45mbbph/xlNOLBJ2kA==,0.305,1
G77He+ya91MyddU6Pj6/gg==,u4fClRgacmGnVkz6wiSb0Q==,0.305,1
Z3wOIcNn+FZxw2m8cr2ikQ==,YAvpm9lcptS6lEvSRlZumQ==,0.26,0
oe4yOqF6uqrSipL3KRu4VA==,VJHOrWUl71eQPmKA2g4hBA==,0.305,1
G57FGSCg/MKp67b8/X+Ilw==,OM5t3uPw5Js63DMwOVqnWQ==,0.26,0
6Y1peLnUZYEpn/aFrFzTcQ==,bqS9HLUa1eSzmOH4SKR5Mw==,0.305,1
GSPQpPsCmfXYt4uyLV/s6w==,ITpveED7m/jT954h0VjpSQ==,0.305,1
BX5/pJn8jz+6rM4kTVZrJg==,nzzGMrCXkgwOk3Q6D5j8zg==,0.26,0
7Zbkq+8faZi+yNm4P3oyhQ==,JGLckTvWBTBcPw9c1JaDpQ==,0.305,1
iketmNr4dMj5Mh44pPxE3w==,ITE0JZwIABcSfYIitPMu5w==,0.305,1
U80ewBxrvFPHCHjRtMMrMg==,bki1XXGWpJPcGcOt8wduDg==,0.305,1
ZK5T9OAnXCsXU/KLIlZCTw==,NRCs16xSvp1JOgyEqooWYQ==,0.35,1
jAxWE7Ma6QoSQC23KoZMbQ==,1/1aKV4K19jTgSVrXN513A==,0.35,1
QrnX9c9JEw+xMO67aCPYvA==,c5QzSZX3TxAZ/LfKaX8SMA==,0.26,0
UTSv9mOUTaPdOkrILjBiRw==,P5+uX4Cc2Xic/x3INDrgng==,0.305,1
WFDtjiiKxEbt1/4pf6ueNg==,AqYj/T1ecC3+FrUSbWr3RA==,0.305,1
41kqU9w/aFM95nwEhf9TeA==,tDl5xqjxgBc9Etl3ILcbIA==,0.305,1
IgiisNZEzREgufasJhHATw==,fW5cC4l0VYQnwsDgAP2Uaw==,0.305,1
Jl0/1BBViBSiREPA0Q7agg==,gpA6AWBBdpH3HGOsXwEdyQ==,0.305,1
7LXnbf3ot91LgqA22Uxhgw==,h0UFHgyS+R7Jnb9LEyKvYg==,0.305,1
QhzgZRiaHEeA7kBTl906ZQ==,YMTA9HsRRo503RZMxdbg7g==,0.305,1
7AV6umBvlkdCwA1w8pzFPg==,1WeJ1/EcbOo7ZZea8H6new==,0.305,1
SJmvAqc9EIbrWQEJvc0aYw==,oklCi3rZEnNnhVr4pVs+7w==,0.305,1
9fShSsuRnP5ar3XKg0y2Uw==,84IqxcICz9igPYEr8SgztA==,0.305,1
3cFS988GNNxj39TO5uklcA==,TkuF8cWsoTy+JPKvxGX45g==,0.305,1
RliJjcVgp63IsUYW09gJxA==,e3pWlcvAZN/RCSkQ45gFmA==,0.305,1
AuQ7Myn4ukEYOW6G5yhczw==,YxHGJezw17W0PKHOuiwcpA==,0.305,1
X3BS3FgC6AsausxrTUsg6Q==,Eaw02a1lcqO3mjlkfaEZEg==,0.35,1
Pt6F8rVu//IdXnQ2NPNA7w==,/aLVO6Cg1vNVhWi8T4lxIQ==,0.305,1
u+fitSc7omAhDe7pLqDRAQ==,Fmnm7ejVqI6FbjeHbk7Hvw==,0.305,1
SZuOrOGXqN2+2prl0bR9NA==,1Dx/6T1WNtZBMZvmOEBGqg==,0.305,1
K4Nif4l5lJVYgQFXMRkKIA==,2WoYRfMW5R3ysHcl3KUwvw==,0.305,1
5azZGCaFiuXlfODrprIhPg==,MU/1TRwdtjO2modoDmeg6w==,0.305,1
oqFfRQNzoiazUMuTcJD+6Q==,SpqDpMVjPM7P9BFG4FElrg==,0.305,1
Kam6kriv0hGB7j6dFRfOSQ==,twCqxCcsDjmZLHyJjaxzew==,0.305,1
/vCjFOpbYTp9/zw2Ht8qkw==,Kf/3Ea3nUxpLkXV6+wOqgg==,0.305,1
fMyBtMLDH7fWsoBxpN80gw==,yywIl+5qfPObFg+NAIabow==,0.305,1
zpm4IX5F+Feeuyr2yuUXVA==,Z3ivgoE3o1XCsCquC/BF+w==,0.305,1
nRCKeo5G+9KOpBZkR9/Yhw==,cSNrH4CARDLqKb4hEHHslQ==,0.305,1
VgwS78zZ4gqzdtO6unY3UA==,8qW531ba8mUGU7MMrH7Ygg==,0.305,1
OC4ms8Vn1VAFLSKvKuNonA==,CAqNuVLQ2RIR2sy1TwdTxg==,0.305,1
1p6m1CBzb2aZux6CawdDrA==,JAh94zelhVi3e2Hq607f1w==,0.305,1
fzLgX+OKKPkogXebl/7acQ==,fHkEaREH5I3sqJx+mPD5Eg==,0.305,1
UpWGc0ACsmq0WKhhQZpryQ==,0NlYUnSqefBP2YfGveGgjA==,0.305,1
H/U8Gt9LgAwzASkUeIQkeg==,Cx0A/vW35xM1PJ/d9UG+Vg==,0.305,1
AyOCQk8EIy6UPITmog8RfQ==,dwN69XPcWDv9hIX+lEwxCA==,0.305,1
kFyTwYSDGH5MbQErV+kaGQ==,GIj/1GWTP6P0oWD5GFPDdA==,0.305,1
iu3fXkb3/YaTIcoJLGe6eA==,QmG8A/JfQH/OiHX3oWwBtw==,0.305,1
pG+x9qrcZobRGiYa/VlGHw==,d1IjsZ8ps+x4tyjb33xFsQ==,0.305,1
vnxaxsq0MwrmU9KUc0P3gw==,UaKG/u1V52DtNP3M+huJcA==,0.35,1
f7ks8ulyPyJXyH2OflxcGA==,yRmJorWO9oLw641atntG5A==,0.305,1
+/XhTpbz5F9fDRuEpNZ6fw==,ZA5YeLWl3wX6nSzPbHHQTg==,0.305,1
YM2WGLR6z8x0q+XeM2763w==,cIKB2ktEm4xY8KhSnV26JQ==,0.405,1
lWvRcuI8roptMcgdj0vMBg==,4vHwsZgHWzrC9LJrTrVeBw==,0.26,0
+vG4cl4judSfw7ortU35iQ==,iEyUNz7/hgLe4LlO3rLrZA==,0.35,1
GK07g9IKh2R9OB7xbGqi5Q==,humVYwb11BJp05dMQlvHeA==,0.305,1
rSb3fTO3zNnSHls1zMxekQ==,H3atz3yYT5N4HK4i7bu/cA==,0.305,1
R5OOIkyDuIpbyLDKMjpIkA==,hNXrsClauER3ta+I/vuhpA==,0.35,1
eFdYYtpPc5JwdutK1s0yuA==,PrIxmZJQWi8gT7iCgERVgQ==,0.305,1
brXynMPd689g7OBNtKMSIA==,75ugLyNr3qGumpw2Mz0KCw==,0.305,1
fUeSgW8rtxfbHQyZUNUGLQ==,jWA1iwuUobQtv9Ge4DAlhw==,0.35,1
UXKi7Yh6b+fwPElDQU4AaQ==,ADPuBJ3kOLs6oICx4QsYcg==,0.305,1
JhE7nknJu137QXb0/rNyBQ==,hxKEmUVnzv7lHcdd9SIyiA==,0.305,1
16TnyzOLYAyr8wNu75ZGTg==,o47drZu9srHSstDfov56qQ==,0.305,1
ukPuM7fxUWvcnoegU8oc3g==,bXBfAA2NCQJgM6y1HlYyOw==,0.305,1
8+pnt8CialCEgJ8N35b0Jw==,VTzZJ8g1dGrUmV9KRjUthQ==,0.26,0
